name,page,text
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,72,"Verslag woordvoerdersoverleg 5 september 2019 nr. 29

Mededelingen

De voorzitter heet 10:2e (BZK) welkom bij het woordvoerdersoverleg.

EZK meldt dat volgende week maandag een koepelcampagne klimaatverandering (onder de titel
(“iedereen doet wat’) van start gaat.

Presentatie persberichten service

DPC heeft in samenwerking met measuremail een nieuwe dienst ingericht die voor het einde van het
jaar operationeel wordt. 10-2e en 10.2e (DPC) en 10.2e (Measuremail)
geven een korte toelichting (bij dit verslag gevoegd) op de nieuwe persberichtenservice.

Prinsjesdag

- Verzoek aan departementen die dit nog niet hebben gedaan om de input voor de toolkit naar
AZ te sturen

-_ Verzoek om mediaoptredens rond Prinsjesdag te melden aan Î0:2e (wordt opgenomen in
de communicatiekalender voorafgaand aan Prinsjesdag).

WOB-verzoeken / persvragen

-__ SZW heeft een verzoek van de Federatie Armeense Organisaties Nederland een verzoek gehad
om documenten over erkenning van de Armeense genocide

-__Het WOB-verzoek van Eenvandaag over vluchten met het regeringstoestel (bewindspersonen en
KH) gaat deze week niet uit. Komt via WOB-coördinatoren nog langs bij de departementen.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,73,"Verslag woordvoerdersoverleg 12 september 2019 nr. 30

Ministerraad 13 september

Bewindspersonen ontmoeten voor aanvang van de ministerraad 13/9 op het Binnenhof de
deelnemers aan de Kinderprinsjesdag (10.15 - 10.30).

Prinsjesdag

Vrijdagmiddag om 15.00 uur gaan de Prinsjesdagstukken onder embargo naar Eerste en Tweede
Kamer. Bij lekken wordt niet gereageerd, tenzij er sprake is van feitelijke onjuistheden.

De toolkit wordt morgen in de MR besproken. In de loop van de dag wordt de toolkit digitaal
verzonden (bewindspersonen en directeuren communicatie).

Ontmoeting Nederland - Duitsland 2 oktober

Op 2 oktober vindt een Nederlands Duitse regeringsconsultatie plaats, met een afsluitend
persmoment van Merkel en Rutte. AZ coördineert.

Overig

In de Groene Amsterdammer deze week een artikel over voorlichters:

https://www.groene.nl/artikel/het-is-de-domme-jacht-op-primeurtjes

"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,74,"Verslag woordvoerdersoverleg 19 september 2019 nr. 31

Actualiteit

LNV meldt dat er op 1 oktober een boerenprotest wordt georganiseerd. Met 1000 voertuigen van
Utrecht naar het Malieveld. Meerdere groeperingen (niet alleen agrarisch) schijnen zich aan te
sluiten.

WOB / pers (vragen

Het WOB verzoek regeringsvliegtuig nadert voltooiing. Begin volgende week worden antwoord en
spreeklijn rondgezonden

EZK heeft van het Financieel Dagblad vragen gekregen over Mepper (failliet gegaan en opgekocht
door ASML)

BuZa en SZW hebben contact over het verzoek om documenten over erkenning van de Armeense
genocide

NRC-Handelsblad maakt een reconstructie over het investeringsfonds.

Overig

Financiën organiseert een bijeenkomst voor de evaluatie van Prinsjesdag. Uitnodiging volgt

Persbericht staatsbezoek India gaat volgende week uit.

Vacatures

OCW: woordvoerder minister Slob (schaal 13)

Financiën: communicatieadviseur overheidsfinanciën
JENV: woordvoerder migratie, asiel (schaal 132)
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,75,"Verslag woordvoerdersoverleg 26 september 2019 nr. 32

WOB / persvragen

Het WOB-verzoek regeringsvliegtuig is nog niet voor verzending gereed. Er is geen uitsplitsing per
departement, IENW heeft alles betaald.

Defensie heeft van Eenvandaag vragen gekregen over vermiste wapens

OCW heeft meerdere verzoeken gekregen over de WhatsApp berichten van bewindspersonen over
het Cornelius Haga college. Dit raakt aan de discussie rond openbaarmaking van WhatsApp
berichten. OCW overlegt met BZK.

De Volkskrant maakt een artikel over de 100 grootste werkgevers en heeft daarover OCW benaderd.

Overig

In het kader van de week van de eenzaamheid wordt mevrouw 10:28 uit Scheveningen
morgenochtend om 10.00 met een koetsje naar het Binnenhof gereden. Minister De Jonge gaat haar
rondleiden in de Ridderzaal. Om 10.30 loopt de minister naar Binnenhof 19 voor de MR. Wellicht dat
de dan inlopende bewindslieden bij dat evenement worden betrokken.

Het persbericht over de Nederlands-Duitse regeringsconsultatie gaat in de loop van vanmiddag uit.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,76,"Verslag woordvoerdersoverleg 3 oktober 2019 nr. 33

WOB / persvragen

Het WOB-verzoek regeringsvliegtuig zal op korte termijn met een toelichting aan collega’s worden
rondgezonden.

WOB-juristen zijn aan de slag om helderheid te verschaffen rond openbaarmaking van WhatsApp
berichten (vooral van belang bij WhatsApp-berichten die uiteindelijk ook een weerslag krijgen in
besluitvorming/officiële documenten) .

Overig

ANP heeft onlangs voor medewerkers van de departementale newsrooms een presentatie gegeven
over de vernieuwde ANP agenda. Gezien de belangstelling zal het ANP volgende week ook in het
WVO een presentatie geven.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,77,"Verslag woordvoerdersoverleg 10 oktober 2019 nr. 34

Presentatie

10.2e en 10-2e geven een presentatie (eerder gehouden voor medewerkers van de
newsrooms) over de vernieuwde ANP-agenda. De presentatie is bij dit verslag gevoegd.

WOB / persvragen

LNV, BZK, IENW en Defensie hebben van de Volkskrant een WOB verzoek inzak de PAS ontvangen.

OCW heeft van SBS6 vragen ontvangen over het Songfestival.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,78,"Verslag woordvoerdersoverleg 31 oktober 2019 nr. 35

WOB / persvragen

AZ heeft vragen van RTL ontvangen t.b.v. een reconstructie over de totstandkoming van
Incidentenoverzicht COA-locaties.

OCW doet morgen antwoorden uit op vragen van de Volkskrant over het Cornelius Haga Lyceum.

Eenvandaag heeft voor een thema-uitzending a.s. zaterdag over stakingen & maatschappelijk
onbehagen medewerking gevraagd aan bewindspersonen OCW, JENV, LNV en VWS. Departementen
zijn niet op het verzoek ingegaan.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,79,"Verslag woordvoerdersoverleg 7 november 2019 nr. 36

WOB / persvragen

Op het voorstel om inperking van het WOB-verzoek Shell is een reactie gekomen van het platform
authentieke journalisten. Wordt vervolgd

De verzoeken over Cornelius Haga Lyceum worden in deelbesluiten beantwoord

Het WOB-verzoek over de Gulf Stream gaat na afstemming uit

Het verzoek over inhuur voormalige bewindspersonen wordt door de ministeries zelf beantwoord.
Intervisie woordvoerders

Aan de VoRa zal gevraagd worden de mogelijkheid te bekijken van een vorm van intervisie voor
woordvoerders.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,80,"Verslag woordvoerdersoverleg 14 november 2019 nr. 37

WOB / persvragen

BZK heeft van het Financieele Dagblad vragen gekregen over het pand Rijnstraat 8/9
(bouwtechnische gebreken)

AZ, BuZa, Defensie en JENV hebben vragen gekregen van NRC-Handelsblad m.b.t. stukken over de
aanval op Hawija. Betrokken departementen houden onderling nauw contact over de
beantwoording, rekening houdend met het feit dat de Kamer is geïnformeerd dat het kabinet ernaar
streeft de antwoorden op Kamervragen eind volgende week naar de Kamer te sturen

SZW heeft van NRC-Handelsblad een verzoek gekregen voor een achtergrondgesprek over het
Cornelius Haga Lyceum.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,81,"Verslag woordvoerdersoverleg 21 november 2019 nr. 38

WOB-verzoek van het platform authentieke journalisten over Shell:
Op een verzoek om inperking is niet ingegaan. Er is afgesproken dat volgende week (28/11) alle

ministeries afzonderlijk aan het platform per brief zullen melden dat het verzoek wegens de omvang
niet in behandeling wordt genomen.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,82,"Verslag woordvoerdersoverleg 28 november 2019 nr. 39

Woordvoerder van de toekomst

Het profiel van de Woordvoerder van de toekomst is vastgesteld in de VoRa en gedeeld
in het WVO.

e 5 februari (voorlopige datum): heisessie over de WvdT - wat betekent het nieuwe
profiel voor het werk van de woordvoerder en zijn collega's? Sessie is voor VoRa,
WVO en twee woordvoerders per directie, aan te dragen door directeur. Outlook-
uitnodiging volgt, graag datum reserveren.

e Academie gaat bestaand opleidingsaanbod aanpassen aan nieuw profiel en nieuwe
opleidingsaanbod ontwikkelen voor senior woordvoerders

e Intervisie en mentorschap woordvoerders, in samenwerking met Wvo, 10:2e

wordt trekker.

e Vakinhoudelijke BOT-sessies en masterclasses voor woordvoerders, in

samenwerking met Wvo, 10-2e wordt trekker.

WOB-verzoeken / persvragen

Verzoek van het platform authentieke journalisten over Shell:

Halverwege oktober is een brief gestuurd waarin verzoekers een laatste gelegenheid is
geboden om het verzoek te concretiseren. Verzoeker is medegedeeld dat als het verzoek
niet binnen de daarvoor gegeven termijn voldoende concreet wordt gemaakt, zal het
buiten behandeling worden gesteld.

Dat laatste is nu gebeurd.

In WVO is de lijn gedeeld (zie bijlage) die elke woordvoerder van elk betrokken
departement zelf kan gebruiken (EZK doet geen woordvoering namens alle 17
bestuursorganen). Elk departement publiceert/ verstuurt besluit ook zelf aan de WOB-
indiener. Verzoek aan allen om het besluit komende maandag en dinsdag te versturen.

Het WOB-verzoek regeringsvliegtuig is gisteren gepubliceerd.

Bij eventuele vragen over kosten van het tijdelijke regeringstoestel kan worden
doorverwezen naar IENW. Kosten die voor lijnvluchten en charters zijn gemaakt worden
maandelijks via de departementen openbaar via de verantwoording bestuurskosten.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,83,"Verslag woordvoerdersoverleg 5 december 2019 nr. 40

WOB-verzoeken / persvragen

Het WOB-verzoek regeringsvliegtuig heeft tot een aantal nadere vragen geleid (Financiën BuZa, JENV,
AZ). Verzoek om de antwoorden daarop te delen met IENW.

De Volkskrant heeft bij Financiën, OCW en VWS medewerking gevraagd voor een artikel over
diversiteit (zie bijlage).
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,84,"Verslag woordvoerdersoverleg 12 december 2019 nr. 41

WOB-verzoeken en persvragen

VPRO-radio heeft bij JENV een WOB-verzoek ingediend naar reizen en verblijven in het buitenland
(inclusief uitvoeringsdiensten en ZBO's).
Indien ook bij anderen binnengekomen, gaarne contact met JENV.

BZK heeft van NRC-Handelsblad vragen gekregen over de ABD. Er bestaat de mogelijkheid dat
topambtenaren rechtstreeks worden benaderd. Indien ook bij anderen binnengekomen, gaarne
contact met BZK.

BuZa en JENV werken mee aan een item in Nieuwsuur over de mogelijkheden om uitgeprocedeerde
asielzoekers uit te zetten.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,85,"Totaallijst verslagen WVO 9 januari t/m 17 december 2020

Verslag woordvoerdersoverleg 9 januari 2020, nr. 1

Mededelingen:

Heisessie woordvoerder van de toekomst op 5 februari
Volgende week presentatie nieuwe persberichtenservice

WOB-verzoeken en persvragen

OCW beantwoordt vragen van de Volkskrant over hoe om te gaan met de WhatsApp
berichten van bewindspersonen (welke procedure te volgen met telefoons). OCW heeft de
Volkskrant het volgende geantwoord: Er wordt in de werkwijze bij het afhandelen van Wob-
verzoeken geen onderscheid gemaakt naar de informatievorm. Bij een Wob-verzoek wordt
ook gekeken of er over het desbetreffende onderwerp is gechat. Zo ja, dan zal het chatbericht
worden betrokken bij het Wob-verzoek.

BZK is bezig een rijksbrede lijn op te stellen. Verzoek om persvragen over WhatsApp
berichten van bewindspersonen te delen met BZK.

10.2e heeft bij OCW een vraag neergelegd over openbaarheid archieven
oorlogsmisdadigers (bijzondere rechtspleging)

BuZa heeft achtergrondgesprekken n.a.v. vragen over Marokko (Volkskrant / Telegraaf)
OCW en VWS hebben van NRC-Handelsblad vragen gehad over de ABD. Verzoek aan andere
departementen om vragen over de ABD te delen met BZK.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,86,"Verslag woordvoerdersoverleg 16 januari 2020, nr. 2

Presentatie nieuw persberichtensysteem

10.2e presenteert de geplande livegang van de nieuwe persberichtenservice voor de

Rijksoverheid. Dit gebeurt op dinsdag 28 januari 2020. Verzoek is om op die dag tussen 9.00 en
11.00 uur geen persberichten te verzenden. Daarnaast is het verzoek om de namen van de
departementale liaisons door te geven aan Î0:2e (10.2e minaz.nl) en/of 10:2

10.2e minaz.nl). In bijlage is de (verouderde) lijst met departementale
liaisons opgenomen.
De powerpointpresentatie van 10-2e is eveneens als bijlage bij het verslag opgenomen.

WOB-verzoeken / persvragen

NRC heeft een WOB-verzoek (aan AZ, EZK, BHOS, DEF) gedaan over export van een ASML-
machine aan China. BHOS coördineert de beantwoording.

Zembla heeft een WOB-verzoek (aan BZK/RVB) gedaan over de privémeubels van het koninklijk
paar. BZK zal voor de beantwoording overleggen met AZ en OCW.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,87,"Verslag woordvoerdersoverleg 23 januari 2020, nr. 3

WOB-verzoeken / persvragen

- De persvraag van De Telegraaf over publiekscommunicatie en persvoorlichting is in
VoRa en WVO besproken. AZ zal met enkele departementen het verzoek en
mogelijke aanscherping bekijken om vervolgens het gesprek met de verzoeker aan te
gaan. Komt terug in het WVO

Overig

Er wordt door I&W in het WVO kort stilgestaan bij het belang van afspraken met
journalisten over het fotograferen en gebruik sociale media wanneer ze meereizen met
bewindspersonen.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,88,"Verslag woordvoerdersoverleg 30 januari 2020, nr. 4

WOB-verzoeken / persvragen

-__N.a.v. de persvraag van De Telegraaf over publiekscommunicatie en persvoorlichting
is contact gezocht met de verzoeker. Volgende week is hierover een gesprek (AZ,
VWS en JENV). Met De Telegraaf is afgesproken dat niet binnen 2 weken geantwoord
kan worden. Op Defensie na melden alle departementen het verzoek ontvangen te
hebben. AZ coördineert. Komt terug in WVO.

- AZ meldt aanvullende vragen van Zembla over het cultureel erfgoed en
kroondomeinen. LNV en Financiën haken aan.

-__ Nieuwsuur heeft bij OCW en SZW vragen gesteld over de departementale
inspectiedienst.

-__OCW heeft van De Telegraaf een persvraag gekregen over de gevolgen van migratie
voor het onderwijs (kosten, integratie, burgerschap).

Overig

Na afloop van de ministerraad wordt de pers in de hal van AZ te woord gestaan bij het
‘touwtje’. Dit met het oog op de veiligheid. Verzoek om niet op interviews buiten vlak
voor de deur in te gaan.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,89,"Verslag woordvoerdersoverleg 6 februari 2020, nr. 5

WOB-verzoeken / persvragen

-__N.a.v. de persvraag van De Telegraaf over publiekscommunicatie en persvoorlichting
is het verzoek gepreciseerd. 10-2e zal op korte termijn aan allen een schema
sturen om de vragen te beantwoorden.

- Argos heeft middels een brief aan de VoRa vragen gesteld over betaalde promotie op
sociale media van 2017 tot heden. Verzoek om aan Î02e te melden of dat
verzoek bij departementen is binnengekomen.

- BZK meldt een WOB-verzoek te verwachten van Eenvandaag over
verkeersovertredingen van auto’s van bewindspersonen, SG ‘s en DG's.

Overig

Begin dit jaar is een nieuw contract getekend voor het gebruik van ANP. 102e

die daarbij nauw betrokken is geweest, zal voortaan vanuit de RVD verzoeken
behandelen voor een account ANP of voor CAR-berichten (doorzettingen). Hij neemt die
taak over van Î0-2e
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,90,"Verslag woordvoerdersoverleg 13 februari 2020, nr. 6

Mededeling

Het is de redactie van Rijksoverheid opgevallen dat ministeries steeds vaker MR-
berichten zelf op de site hebben gezet nog voordat de MR is afgelopen. Dringend verzoek
om niet apart aan te leveren aan RO.nl. RVD geeft de persberichten uit bij aanvang van
de persconferentie na afloop van de MR.

WOB-verzoeken / persvragen

-__N.a.v. de persvraag van de Telegraaf (communicatiemedewerkers) is een verzoek
om specificatie verstuurd. Tot op heden is daarop geen antwoord ontvangen

- Alle departementen hebben heeft een WOB-verzoek ontvangen van Eenvandaag
waarin gevraagd wordt om openbaarmaking van alle verkeersboetes van de
bewindspersonen en SG's. leder bekijkt voor zich, afstemming zal plaatsvinden in het
overleg van WOB- coördinatoren. Komt terug in WVO voordat gecoördineerd antwoord
wordt verstuurd. Defensie ziet toe op versturing.

- FTM heeft een artikel (zie bijlage) over het Shell informatieverzoek van de Stichting
Platform Authentieke Journalistiek. De afwijzing is aanleiding voor en WOB-verzoek
over de afhandeling

- VWS heeft van het AD een vraag gehad over geboekte resultaten t.o.v. het
Regeerakkoord

- AZ en Defensie hebben een WOB-verzoek ontvangen van Talpa Productions over de
Groene Draeck

NN (AD) wil bewindslieden spreken die meereizen in het kader van het
staatsbezoek Indonesië.

Vacature

Vacature speechschrijver bij OCW (schaal 12)
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,91,"Verslag woordvoerdersoverleg 20 februari 2020, nr. 7

Te coördineren

Het Coronavirus blijft een belangrijk punt van aandacht. Vandaar een dringend beroep
om in de volgende recesweek rekening te houden met voldoende bezetting op de
voorlichtingsafdelingen met het oog op mogelijke bijeenkomsten van het NKC.

WOB-verzoeken / persvragen

-__N.a.v. de persvraag van de Telegraaf (communicatiemedewerkers) is opnieuw
contact gezocht. Tot op heden is daarop door de Telegraaf niet gereageerd

- Financiën en OCW hebben van NRC Handelsblad vragen gekregen over de ‘bontkraag’

- Bij IENW zijn vragen van Radar binnengekomen over departementen waar 's avonds
licht brandt. Rijksvastgoedbedrijf coördineert en beantwoordt.

Overig

- Morgen verschijnt in NRC Handelsblad het eerste artikel over de ABD. In de
Zaterdageditie komt een vervolg.

-__In maart zal DPC in een gezamenlijke VoRa/WVO een presentatie geven over de
Monitor Ontwikkeling Mediagebruik (MOM)
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,92,"Verslag woordvoerdersoverleg 5 maart 2020, nr. 8
WOB-verzoeken / persvragen

-__N.a.v. de persvraag van de Telegraaf (communicatiemedewerkers) heeft 10-2e
contact gezocht en heeft een akkoord gekregen over inperking en afgesproken dat de RVD de
vragenlijst zal uitzetten naar de verschillende departementen. Wij stellen voor om vrijdag 3 april
aan te houden

- Bij AZ is een WOB-verzoek ingediend door een fotografe in het kader van een kunstproject. Het
betreft vragen over geschenken aan bewindspersonen. Dit verzoek is ook bij BuZa ingediend.
BuZa. Is dit verzoek ook bij andere n binnengekomen?

-_NRC-Handelsblad heeft in januari een WOB verzoek ingediend n.a.v. de exportvergunning ASML /
China, eenzelfde verzoek is nu ingediend door FD. De WOB-coördinator van AZ stemt af met de
andere ministeries die het verzoek hebben ontvangen (BZ, EZK, DEF, FIN)

- AZ ontving een verzoek van een advocatenkantoor namens een aantal organisaties naar stukken
rondom het strafrechtelijke onderzoek naar Shell i.v.m. mogelijke corruptie rond aankoop olieveld
OPL245. WOB-coördinator AZ gaat na of ook anderen hebben ontvangen (EZK/BZ/JENV)

- Financiën heeft een WOB verzoek van RTL ontvangen over integriteit bij de Belastingdienst
(verzoek is ook gedaan bij NVWA en Politie).

- NRC-Handelsblad heeft in het kader van een artikel over de ‘bontkraag’ ook vragen gesteld bij
JENV en EZK

- BuZa en OCW hebben van Î0-2e 10-2e een verzoek gekregen voor een gesprek met DG's.
10.2e wil spreken over aspecten die iemand tot een succesvolle persoon maken.
Overig

OCW vraagt zich n.a.v. een interne vraag over digitale abonnementen voor bewindspersonen af of
deze gegevens gepubliceerd kunnen worden bij de openbaar gemaakte bestuurskosten. Verzoek aan
allen om te kijken hoe daarmee wordt omgegaan, komt volgende week terug in WVO.

Woordvoerder van de toekomst

- Het nieuwe profiel staat op

Communicatierijk.nl: https://www.communicatierijk.nl/vakkennis/competenties/documenten/pu
blicaties/2020/03/05/competentieprofiel-woordvoerder-van-de-toekomst.

-__Op OnsCommunicatieRijk staat het eerste interview in een reeks over de woordvoerder van de
toekomst en zijn collega’s. Dit keer met 102 en 10-2e

(10-2e https://ons.communicatierijk.nl/thoughts/5686

In de bijlage ook de vacatures die in de VoRa en CRC zijn gedeeld.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,93,"Verslag woordvoerdersoverleg 12 maart 2020, nr. 9

WOB-verzoeken / persvragen
- NRC-Handelsblad heeft in het kader van een artikel over de ‘bontkraag’ vragen
gesteld bij JENV en EZK. Collega's schakelen onderling over beantwoording
EZK heeft van de Telegraaf vragen ontvangen over de praktische uitvoering van het
Urgenda vonnis door departementen (gebouwen, auto’s e.d.). Indien vragen ook bij
andere departementen worden gesteld graag contact opnemen met 10-28

(EZK)
BZK heeft van het Algemeen Dagblad vragen gekregen over de overschrijding van
termijnen bij de beantwoording van Kamervragen. BZK kan die vraag niet voor allen
beantwoorden, verzoek kan dus tot andere departementen uitgebreid worden.

Agenda volgende week

Op 19 maart zal DPC in een gezamenlijke VoRa / WVO een presentatie geven over de

Monitor Ontwikkeling Mediagebruik. Het WVO begint daarom een kwartier vroeger,
aanvang 12.45!
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,94,"Verslag woordvoerdersoverleg 19 maart 2020, nr. 10
WOB-verzoeken / persvragen

= NRC-Handelsblad maakt een reconstructie van het beleid rond de corona uitbraak en heeft
verschillende woordvoerders benaderd. NKC coördineert

-__OCW en JENV hebben vragen ontvangen van 10-2e (De Correspondent) over het
besluit om scholen te sluiten

- _ Vanuit NKC is er een verzoek aan woordvoerders die vanwege de coronacrisis meer ruimte
hebben in hun agenda's of zij zich voor woordvoering rond corona willen melden. 10-2e

(JENV) coördineert

- Met de Telegraaf (102e 102e is afgesproken dat de FTE-vraag/inzet social media tot

nader order geparkeerd wordt.

In- en uitloop ministerraad vrijdag 20 maart

Bij zowel in- als uitloop ministerraad dient men zich te houden aan ‘social distancing’. De RVD zorgt
ervoor dat er ook buiten een koordje staat.

Verzoek aan woordvoerders om bij de inloop in contacten met journalisten daar rekening mee te
houden.

Media kunnen na afloop van de ministerraad vragen stellen aan het touwtje. De opstelling van het
touwtje is zodanig veranderd dat er voldoende fysieke afstand is tussen bewindspersonen en
journalisten. Ook journalisten kunnen in de hal van de RVD voldoende afstand tot elkaar bewaren.
Bewindspersonen hebben de mogelijkheid (één voor één) vragen te beantwoorden met een
staande microfoon (zie bijgevoegde foto van de opstelling).

Verzoek aan woordvoerders om voor de uitloop te inventariseren welke bewindspersonen vragen
kunnen verwachten.

RVD heeft contact gezocht met de parlementaire persvereniging en het verzoek gedaan dat
journalisten bij in- en uitloop de ‘social distancing’ respecteren.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,95,"Verslag woordvoerdersoverleg 26 maart 2020 nr. 11

Corona

10.2e meldt dat in de VoRa de afspraak is gemaakt dat mediaoptredens van bewindspersonen
in deze fase van de coronacrisis niet alleen gemeld, maar ook afgestemd moeten worden met het
NKC. Praktisch betekent dit dat voorgenomen mediaoptredens via mail worden doorgegeven aan
10.2e 10.2e en/of 10-2e Er worden vooraf geen

toezeggingen gedaan aan media.

Het NKC heeft ook het overzicht over geplande werkbezoeken van bewindspersonen. Eerder zijn
al richtlijnen rondgemaild over het regime rond werkbezoeken (door 10-2e aan alle
woordvoerders).

10.2e meldt verder dat is afgesproken te komen tot een ritme ten aanzien van de
crisisoverleggen. MCCb’s vinden in beginsel plaats op dinsdagen en donderdagen (aanvangstijd
16.00 uur), eventueel gevolgd door een mediamoment na afloop (rond 19.00 uur). Verder is er
op woensdag een Kamerdebat en op vrijdag de reguliere ministerraad.

10.2e bevestigt dat wordt gekeken naar een alternatieve vergaderlocatie voor de
ministerraad. Het is de bedoeling dat de in- en uitloop op de gebruikelijke wijze via Binnenhof 19
plaatsvindt. Bij de uitloop (het ‘touwtje’) wordt gekozen voor dezelfde systematiek als vorige
week.

WOB-verzoeken / persvragen

10.2e wijst erop dat er bij meerdere ministeries WOB-verzoeken van diverse media
binnenkomen over de corona-aanpak. Het is de vraag hoe daar in de huidige drukke periode mee
wordt omgegaan. De WOB-coördinator van BZK gaat dit na en kijkt daarbij ook naar de juridische
aspecten
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,96,"Verslag woordvoerdersoverleg 2 april 2020 nr. 12

Corona

10.2e meldt dat AZ diverse verzoeken van media om achter de schermen mee te kijken

naar de werkzaamheden heeft afgewezen. Ook SZW en NKC hebben dat gedaan. 10:26

stelt dat dergelijke verzoeken veelal worden gedeeld via de woordvoerders-app.

In de VoRa is afgesproken (n.a.v. het Kamerdebat) dat het NKC de informatie over de inzet van

‘influencers’ op een rijtje zet. Uitgangspunt is dat daarover open wordt gecommuniceerd. 10-2e
bevestigt dat inmiddels de eerste persvragen hierover zijn beantwoord.

In de VoRa is ook gesproken over het associëren door bewindspersonen met corona-initiatieven

van bedrijven. Afspraak is hier alert op te zijn en dat alleen te doen waar het passend is.

10.2e kondigt aan dat enkele aanpassingen worden doorgevoerd rond de choreografie

bij de uitloop van de wekelijkse ministerraad (het “touwtje’) om te voorkomen dat elke

bewindspersonen zich genoodzaakt ziet om een ‘mini-persconferentie’ te geven. In overleg met

de PPV zijn enkele afspraken gemaakt (geen sprietje, touwtje op afstand, gebruik van ‘hengel-

microfoon’, meerdere bewindspersonen gelijktijdig langs het touwtje en reguleren toestroom

bewindspersonen langs touwtje door rvd }.

WOB-verzoeken

10.2e meldt dat de WOB-coördinator van BZK een brief maakt (die wordt
afgestemd met de WOB-coördinatoren van de andere departementen) over de omgang met
WOB-verzoeken die betrekking hebben op de coronacrisis. Voor WOB-verzoeken in de corona-
periode die betrekking hebben op andere onderwerpen maken departementen een eigen
afweging.

MR 9 april 2020

Volgende week vindt de MR plaats op donderdag 9 april, het WVO vindt daarom plaats op
woensdag 8 april.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,97,"Verslag woordvoerdersoverleg 8 april 2020 nr. 13

Corona
Er zijn bij het NKC vragen binnengekomen over bewindspersonen die meerdere personen laten
meerijden in de dienstauto. Dat is niet volgens de geldende hygiëneregels. Graag onder de aandacht
van je bewindspersoon brengen.
WOB-verzoeken
10.2e meldt dat is afgesproken om alle WOB-verzoeken betreffende corona voorlopig
aan te houden
-__ AZ heeft een WOB verzoek corona van het Financieel Dagblad ontvangen.

MR 9 april 2020
-___Rijksministerraad vangt aan om 9.00. Verwachting dat ministerraad rond middaguur klaar is.

-__ Het touwtje zal hetzelfde zijn als vorige week, geen sprietje en 2 tot maximaal 3
bewindspersonen langs het touwtje
- De Parlementaire Persvereniging zal SMS ontvangen over de procedure bij het touwtje.
"
Bij-Bijlagen+bij+Wob-verzoek+over+woordvoerdersoverleg,98,"Verslag woordvoerdersoverleg 16 APRIL 2020 nr. 14

WOB-verzoeken

- Zoals eerder gemeld worden alle WOB-verzoeken betreffende corona voorlopig
aangehouden. BZK gaat na of corona een uitzonderingsgrond vormt voor
overschrijding van termijnen voor niet corona gerelateerde WOB-verzoeken.

MR 9 april 2020
-__MR vangt aan om 10.15 uur. Bij uitloop zal beveiliging AZ het tourniquet vanuit de

loge bedienen. Verzoek aan woordvoerders om niet direct achter de bewindspersoon
het tourniquet in te lopen, dan blokkeert het tourniquet. Wacht even tot de
bewindspersoon uit het tourniquet is.

-_ Het touwtje zal hetzelfde zijn als vorige week, geen sprietje en 2 tot maximaal 3
bewindspersonen langs het touwtje.
"
